,path,oldType,file,prefix,no,newType
1820,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/A6ZWTfKPLPE.000.mp4,val,A6ZWTfKPLPE.000.mp4,A6ZWTfKPLPE,000,test
1821,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/_fJcW5234bY.001.mp4,val,_fJcW5234bY.001.mp4,_fJcW5234bY,001,val
1822,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/SFHklR7lWCA.001.mp4,val,SFHklR7lWCA.001.mp4,SFHklR7lWCA,001,train
1823,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/bPLhV0PGR50.000.mp4,val,bPLhV0PGR50.000.mp4,bPLhV0PGR50,000,train
1824,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/rV6Vdn-JrTA.004.mp4,val,rV6Vdn-JrTA.004.mp4,rV6Vdn-JrTA,004,test
1825,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/lkdQjIunxSE.005.mp4,val,lkdQjIunxSE.005.mp4,lkdQjIunxSE,005,train
1826,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/kDJigDGDJTo.004.mp4,val,kDJigDGDJTo.004.mp4,kDJigDGDJTo,004,train
1827,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/5CRqN54uejE.004.mp4,val,5CRqN54uejE.004.mp4,5CRqN54uejE,004,train
1828,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/NPOSIyDF-Sg.002.mp4,val,NPOSIyDF-Sg.002.mp4,NPOSIyDF-Sg,002,train
1829,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/-R2SZu3SYgM.003.mp4,val,-R2SZu3SYgM.003.mp4,-R2SZu3SYgM,003,train
1830,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/kPXVZD3ac8s.000.mp4,val,kPXVZD3ac8s.000.mp4,kPXVZD3ac8s,000,train
1831,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/cx8IycWgMVs.000.mp4,val,cx8IycWgMVs.000.mp4,cx8IycWgMVs,000,val
1832,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/shtirfEzWFA.003.mp4,val,shtirfEzWFA.003.mp4,shtirfEzWFA,003,test
1833,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/MvWDky9ZaWU.002.mp4,val,MvWDky9ZaWU.002.mp4,MvWDky9ZaWU,002,test
1834,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/PHoVRr0MQ5c.001.mp4,val,PHoVRr0MQ5c.001.mp4,PHoVRr0MQ5c,001,train
1835,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/3taD1fEPfC8.000.mp4,val,3taD1fEPfC8.000.mp4,3taD1fEPfC8,000,test
1836,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/fiVORaERbP0.001.mp4,val,fiVORaERbP0.001.mp4,fiVORaERbP0,001,test
1837,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/QTtTAFqT-no.001.mp4,val,QTtTAFqT-no.001.mp4,QTtTAFqT-no,001,train
1838,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/XhgDsQlEnuU.005.mp4,val,XhgDsQlEnuU.005.mp4,XhgDsQlEnuU,005,test
1839,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/OcS4H_dFeOc.000.mp4,val,OcS4H_dFeOc.000.mp4,OcS4H_dFeOc,000,train
1840,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/XfK7WZ3skUM.002.mp4,val,XfK7WZ3skUM.002.mp4,XfK7WZ3skUM,002,train
1841,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/9DKE8426js0.000.mp4,val,9DKE8426js0.000.mp4,9DKE8426js0,000,train
1842,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/5VG1EgzvprE.002.mp4,val,5VG1EgzvprE.002.mp4,5VG1EgzvprE,002,train
1843,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/4nMstrTuXXw.000.mp4,val,4nMstrTuXXw.000.mp4,4nMstrTuXXw,000,train
1844,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/2kqPuht5jTg.003.mp4,val,2kqPuht5jTg.003.mp4,2kqPuht5jTg,003,train
1845,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/1zpucNpIDk8.000.mp4,val,1zpucNpIDk8.000.mp4,1zpucNpIDk8,000,test
1846,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/VugKq4gOi50.002.mp4,val,VugKq4gOi50.002.mp4,VugKq4gOi50,002,test
1847,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/aptKaxP81xA.003.mp4,val,aptKaxP81xA.003.mp4,aptKaxP81xA,003,train
1848,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/vxuBHsokOX4.001.mp4,val,vxuBHsokOX4.001.mp4,vxuBHsokOX4,001,train
1849,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/fk_ggmC872E.005.mp4,val,fk_ggmC872E.005.mp4,fk_ggmC872E,005,train
1850,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/0axZSeaUbfs.003.mp4,val,0axZSeaUbfs.003.mp4,0axZSeaUbfs,003,train
1851,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/aL0oPOOeoB8.000.mp4,val,aL0oPOOeoB8.000.mp4,aL0oPOOeoB8,000,val
1852,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/DfpKVl9Zpdg.002.mp4,val,DfpKVl9Zpdg.002.mp4,DfpKVl9Zpdg,002,train
1853,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/a84s1DYag-I.000.mp4,val,a84s1DYag-I.000.mp4,a84s1DYag-I,000,test
1854,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/mwjoabuP-GM.000.mp4,val,mwjoabuP-GM.000.mp4,mwjoabuP-GM,000,train
1855,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/6LKbPUX03sY.002.mp4,val,6LKbPUX03sY.002.mp4,6LKbPUX03sY,002,test
1856,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/xEmwNv4OxGE.002.mp4,val,xEmwNv4OxGE.002.mp4,xEmwNv4OxGE,002,test
1857,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/slE2PWIwzus.005.mp4,val,slE2PWIwzus.005.mp4,slE2PWIwzus,005,train
1858,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/PJxgOFaaUZM.005.mp4,val,PJxgOFaaUZM.005.mp4,PJxgOFaaUZM,005,val
1859,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/Y6iogSmj6FQ.000.mp4,val,Y6iogSmj6FQ.000.mp4,Y6iogSmj6FQ,000,test
1860,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/3LAaFUSGvsU.000.mp4,val,3LAaFUSGvsU.000.mp4,3LAaFUSGvsU,000,val
1861,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/8qG1sMihtPA.001.mp4,val,8qG1sMihtPA.001.mp4,8qG1sMihtPA,001,test
1862,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/blAjqQ0ja8Q.002.mp4,val,blAjqQ0ja8Q.002.mp4,blAjqQ0ja8Q,002,val
1863,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/PpK8b_LrAfQ.002.mp4,val,PpK8b_LrAfQ.002.mp4,PpK8b_LrAfQ,002,train
1864,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/sC2k2CD1jC0.002.mp4,val,sC2k2CD1jC0.002.mp4,sC2k2CD1jC0,002,train
1865,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/HPEemWelY1E.003.mp4,val,HPEemWelY1E.003.mp4,HPEemWelY1E,003,test
1866,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/nDsTSmE73M0.001.mp4,val,nDsTSmE73M0.001.mp4,nDsTSmE73M0,001,train
1867,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/9a-3LrB7cDI.002.mp4,val,9a-3LrB7cDI.002.mp4,9a-3LrB7cDI,002,val
1868,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/noepjVnUVFY.004.mp4,val,noepjVnUVFY.004.mp4,noepjVnUVFY,004,train
1869,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/tiVKJWLzmk4.002.mp4,val,tiVKJWLzmk4.002.mp4,tiVKJWLzmk4,002,test
1870,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/uqd_cEJMJ4o.002.mp4,val,uqd_cEJMJ4o.002.mp4,uqd_cEJMJ4o,002,train
1871,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/j-F-t4BS0yM.002.mp4,val,j-F-t4BS0yM.002.mp4,j-F-t4BS0yM,002,train
1872,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/ZxxRJRz2hf0.001.mp4,val,ZxxRJRz2hf0.001.mp4,ZxxRJRz2hf0,001,val
1873,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/xpSCu7PgJts.001.mp4,val,xpSCu7PgJts.001.mp4,xpSCu7PgJts,001,train
1874,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/YryBLVZgJj0.004.mp4,val,YryBLVZgJj0.004.mp4,YryBLVZgJj0,004,val
1875,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/mfGhtr0zy3k.000.mp4,val,mfGhtr0zy3k.000.mp4,mfGhtr0zy3k,000,val
1876,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/6l0RBbxg4fk.001.mp4,val,6l0RBbxg4fk.001.mp4,6l0RBbxg4fk,001,test
1877,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/nUbhRInpVbA.002.mp4,val,nUbhRInpVbA.002.mp4,nUbhRInpVbA,002,test
1878,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/EiXQ9RErt6c.001.mp4,val,EiXQ9RErt6c.001.mp4,EiXQ9RErt6c,001,test
1879,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/jrhvXPaXo-0.002.mp4,val,jrhvXPaXo-0.002.mp4,jrhvXPaXo-0,002,test
1880,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/ZeGT9pSG734.005.mp4,val,ZeGT9pSG734.005.mp4,ZeGT9pSG734,005,train
1881,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/onbyz01BC_Y.002.mp4,val,onbyz01BC_Y.002.mp4,onbyz01BC_Y,002,train
1882,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/UA6UY69EVSI.003.mp4,val,UA6UY69EVSI.003.mp4,UA6UY69EVSI,003,val
1883,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/O8L2pHEIcuo.000.mp4,val,O8L2pHEIcuo.000.mp4,O8L2pHEIcuo,000,val
1884,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/ygUEI08LgcM.000.mp4,val,ygUEI08LgcM.000.mp4,ygUEI08LgcM,000,val
1885,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/xVJDjbiIjTo.000.mp4,val,xVJDjbiIjTo.000.mp4,xVJDjbiIjTo,000,train
1886,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/8w_oPolxRWQ.000.mp4,val,8w_oPolxRWQ.000.mp4,8w_oPolxRWQ,000,train
1887,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/MDoZUDTSayc.001.mp4,val,MDoZUDTSayc.001.mp4,MDoZUDTSayc,001,train
1888,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/KYvbRwTCtaU.004.mp4,val,KYvbRwTCtaU.004.mp4,KYvbRwTCtaU,004,val
1889,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/UWVOT3YPQH4.000.mp4,val,UWVOT3YPQH4.000.mp4,UWVOT3YPQH4,000,val
1890,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/twO6ceVTuII.004.mp4,val,twO6ceVTuII.004.mp4,twO6ceVTuII,004,train
1891,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/PsqpkFKX8co.004.mp4,val,PsqpkFKX8co.004.mp4,PsqpkFKX8co,004,train
1892,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/6M8OQNo64Tc.000.mp4,val,6M8OQNo64Tc.000.mp4,6M8OQNo64Tc,000,train
1893,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/feg-RNvT-t0.002.mp4,val,feg-RNvT-t0.002.mp4,feg-RNvT-t0,002,test
1894,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/luH2RoZW-eY.002.mp4,val,luH2RoZW-eY.002.mp4,luH2RoZW-eY,002,train
1895,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/o5eCmKiomvo.003.mp4,val,o5eCmKiomvo.003.mp4,o5eCmKiomvo,003,train
1896,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/keW8-eSiQ70.001.mp4,val,keW8-eSiQ70.001.mp4,keW8-eSiQ70,001,test
1897,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/a_HpQgY5vb4.000.mp4,val,a_HpQgY5vb4.000.mp4,a_HpQgY5vb4,000,train
1898,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/3K16KyiAZHw.000.mp4,val,3K16KyiAZHw.000.mp4,3K16KyiAZHw,000,train
1899,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/ZNymNgd5EuQ.005.mp4,val,ZNymNgd5EuQ.005.mp4,ZNymNgd5EuQ,005,val
1900,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/0QTR0WiJSNk.004.mp4,val,0QTR0WiJSNk.004.mp4,0QTR0WiJSNk,004,test
1901,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/Q4z4GRUtccE.003.mp4,val,Q4z4GRUtccE.003.mp4,Q4z4GRUtccE,003,train
1902,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/AvuGsnkWjt8.000.mp4,val,AvuGsnkWjt8.000.mp4,AvuGsnkWjt8,000,train
1903,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/lNG_XdqMf0g.001.mp4,val,lNG_XdqMf0g.001.mp4,lNG_XdqMf0g,001,train
1904,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/xEmwNv4OxGE.000.mp4,val,xEmwNv4OxGE.000.mp4,xEmwNv4OxGE,000,test
1905,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/EknEAPhAjdA.005.mp4,val,EknEAPhAjdA.005.mp4,EknEAPhAjdA,005,train
1906,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/V7_h3URfSFY.001.mp4,val,V7_h3URfSFY.001.mp4,V7_h3URfSFY,001,train
1907,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/QdafN9Y_j-Y.000.mp4,val,QdafN9Y_j-Y.000.mp4,QdafN9Y_j-Y,000,val
1908,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/Cng72emlXAM.001.mp4,val,Cng72emlXAM.001.mp4,Cng72emlXAM,001,train
1909,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/Kpto8K_B-5A.001.mp4,val,Kpto8K_B-5A.001.mp4,Kpto8K_B-5A,001,train
1910,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/FhCOvzMrNs8.003.mp4,val,FhCOvzMrNs8.003.mp4,FhCOvzMrNs8,003,train
1911,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/kyq-X4IFMtw.004.mp4,val,kyq-X4IFMtw.004.mp4,kyq-X4IFMtw,004,test
1912,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/VQMizni7nY0.005.mp4,val,VQMizni7nY0.005.mp4,VQMizni7nY0,005,train
1913,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/1XkKu4LBvog.004.mp4,val,1XkKu4LBvog.004.mp4,1XkKu4LBvog,004,train
1914,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/AuaQ0rtedRk.002.mp4,val,AuaQ0rtedRk.002.mp4,AuaQ0rtedRk,002,val
1915,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/TSGpD2NBeCQ.003.mp4,val,TSGpD2NBeCQ.003.mp4,TSGpD2NBeCQ,003,train
1916,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/c70zW-HoZUA.001.mp4,val,c70zW-HoZUA.001.mp4,c70zW-HoZUA,001,train
1917,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/owRKOW0ymCM.005.mp4,val,owRKOW0ymCM.005.mp4,owRKOW0ymCM,005,test
1918,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/wuhoIm_jPc0.001.mp4,val,wuhoIm_jPc0.001.mp4,wuhoIm_jPc0,001,test
1919,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/_2DSmy36OEM.005.mp4,val,_2DSmy36OEM.005.mp4,_2DSmy36OEM,005,train
1920,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/aFVFvJNnFt0.002.mp4,val,aFVFvJNnFt0.002.mp4,aFVFvJNnFt0,002,val
1921,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/fwJykIyvS04.005.mp4,val,fwJykIyvS04.005.mp4,fwJykIyvS04,005,train
1922,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/aPTNxA43WHY.001.mp4,val,aPTNxA43WHY.001.mp4,aPTNxA43WHY,001,train
1923,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/gsleSGEZHAs.003.mp4,val,gsleSGEZHAs.003.mp4,gsleSGEZHAs,003,test
1924,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/0mym1CooiTE.002.mp4,val,0mym1CooiTE.002.mp4,0mym1CooiTE,002,train
1925,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/IV01x2GS61g.005.mp4,val,IV01x2GS61g.005.mp4,IV01x2GS61g,005,train
1926,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/zyGz_H1UTnQ.002.mp4,val,zyGz_H1UTnQ.002.mp4,zyGz_H1UTnQ,002,train
1927,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/2mfmw63l88g.002.mp4,val,2mfmw63l88g.002.mp4,2mfmw63l88g,002,train
1928,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/J9WyswA0vow.004.mp4,val,J9WyswA0vow.004.mp4,J9WyswA0vow,004,train
1929,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/TSGpD2NBeCQ.000.mp4,val,TSGpD2NBeCQ.000.mp4,TSGpD2NBeCQ,000,train
1930,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/AFvUxDwJB84.005.mp4,val,AFvUxDwJB84.005.mp4,AFvUxDwJB84,005,train
1931,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/0a5FOYBAIcc.001.mp4,val,0a5FOYBAIcc.001.mp4,0a5FOYBAIcc,001,val
1932,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/AvuGsnkWjt8.003.mp4,val,AvuGsnkWjt8.003.mp4,AvuGsnkWjt8,003,train
1933,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/pT8nyxks1Q4.000.mp4,val,pT8nyxks1Q4.000.mp4,pT8nyxks1Q4,000,train
1934,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/04oq2yrBwMg.003.mp4,val,04oq2yrBwMg.003.mp4,04oq2yrBwMg,003,test
1935,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/ZGox7tevC6A.001.mp4,val,ZGox7tevC6A.001.mp4,ZGox7tevC6A,001,train
1936,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/CUiG7UZ9A3k.004.mp4,val,CUiG7UZ9A3k.004.mp4,CUiG7UZ9A3k,004,train
1937,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/DSYiLCGNDP0.003.mp4,val,DSYiLCGNDP0.003.mp4,DSYiLCGNDP0,003,train
1938,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/frEf7Kz1Usk.000.mp4,val,frEf7Kz1Usk.000.mp4,frEf7Kz1Usk,000,val
1939,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/qVcw5-mm31s.002.mp4,val,qVcw5-mm31s.002.mp4,qVcw5-mm31s,002,train
1940,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/fUIWjaZCYwM.002.mp4,val,fUIWjaZCYwM.002.mp4,fUIWjaZCYwM,002,test
1941,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/T3v3-2tvV0s.002.mp4,val,T3v3-2tvV0s.002.mp4,T3v3-2tvV0s,002,train
1942,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/VhHnmeRABJw.001.mp4,val,VhHnmeRABJw.001.mp4,VhHnmeRABJw,001,val
1943,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/Ay7bZ7Sgx9Q.005.mp4,val,Ay7bZ7Sgx9Q.005.mp4,Ay7bZ7Sgx9Q,005,train
1944,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/05l5bteT_qA.004.mp4,val,05l5bteT_qA.004.mp4,05l5bteT_qA,004,val
1945,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/0G9vplL8ae8.004.mp4,val,0G9vplL8ae8.004.mp4,0G9vplL8ae8,004,train
1946,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/EAMHqNxa9yY.003.mp4,val,EAMHqNxa9yY.003.mp4,EAMHqNxa9yY,003,val
1947,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/p_mu11crx-s.000.mp4,val,p_mu11crx-s.000.mp4,p_mu11crx-s,000,test
1948,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/_UnoRkHkYB8.004.mp4,val,_UnoRkHkYB8.004.mp4,_UnoRkHkYB8,004,train
1949,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/VJf0lkXcy2A.000.mp4,val,VJf0lkXcy2A.000.mp4,VJf0lkXcy2A,000,train
1950,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/tcmYlyeqwuI.001.mp4,val,tcmYlyeqwuI.001.mp4,tcmYlyeqwuI,001,train
1951,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/yRVvI1x2DBI.000.mp4,val,yRVvI1x2DBI.000.mp4,yRVvI1x2DBI,000,val
1952,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/yEE9FoKWdpU.004.mp4,val,yEE9FoKWdpU.004.mp4,yEE9FoKWdpU,004,train
1953,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/lK8qOASUwFE.005.mp4,val,lK8qOASUwFE.005.mp4,lK8qOASUwFE,005,val
1954,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/lKePJbjYiy0.004.mp4,val,lKePJbjYiy0.004.mp4,lKePJbjYiy0,004,train
1955,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/EDXQLrsZctw.001.mp4,val,EDXQLrsZctw.001.mp4,EDXQLrsZctw,001,val
1956,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/12lqQE6oPNE.002.mp4,val,12lqQE6oPNE.002.mp4,12lqQE6oPNE,002,val
1957,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/1TXS1Zg4wDc.001.mp4,val,1TXS1Zg4wDc.001.mp4,1TXS1Zg4wDc,001,test
1958,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/phjVMKGYBKs.003.mp4,val,phjVMKGYBKs.003.mp4,phjVMKGYBKs,003,test
1959,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/UCKiPkp4ZkA.002.mp4,val,UCKiPkp4ZkA.002.mp4,UCKiPkp4ZkA,002,val
1960,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/C2MEPH7x9m0.000.mp4,val,C2MEPH7x9m0.000.mp4,C2MEPH7x9m0,000,train
1961,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/g9zgIN56MnQ.003.mp4,val,g9zgIN56MnQ.003.mp4,g9zgIN56MnQ,003,train
1962,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/QOIP8pV85D8.003.mp4,val,QOIP8pV85D8.003.mp4,QOIP8pV85D8,003,train
1963,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/rTG9gtci67c.000.mp4,val,rTG9gtci67c.000.mp4,rTG9gtci67c,000,test
1964,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/qoztP0w5-Vo.003.mp4,val,qoztP0w5-Vo.003.mp4,qoztP0w5-Vo,003,val
1965,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/yIe7Rp54-bU.005.mp4,val,yIe7Rp54-bU.005.mp4,yIe7Rp54-bU,005,train
1966,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/qkx4lCA1iZo.000.mp4,val,qkx4lCA1iZo.000.mp4,qkx4lCA1iZo,000,train
1967,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/m04e9ylCoK0.004.mp4,val,m04e9ylCoK0.004.mp4,m04e9ylCoK0,004,test
1968,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/_2DSmy36OEM.000.mp4,val,_2DSmy36OEM.000.mp4,_2DSmy36OEM,000,train
1969,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/Zwu5Y5r3Lrs.000.mp4,val,Zwu5Y5r3Lrs.000.mp4,Zwu5Y5r3Lrs,000,test
1970,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/It0-yCwOc5k.004.mp4,val,It0-yCwOc5k.004.mp4,It0-yCwOc5k,004,test
1971,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/o_kTWEEjtyw.002.mp4,val,o_kTWEEjtyw.002.mp4,o_kTWEEjtyw,002,train
1972,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/mAjagYWuT7A.003.mp4,val,mAjagYWuT7A.003.mp4,mAjagYWuT7A,003,train
1973,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/uDm7iZuX5DQ.001.mp4,val,uDm7iZuX5DQ.001.mp4,uDm7iZuX5DQ,001,train
1974,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/ay4cdKr1I0o.002.mp4,val,ay4cdKr1I0o.002.mp4,ay4cdKr1I0o,002,val
1975,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/gj3-xvhPeWg.000.mp4,val,gj3-xvhPeWg.000.mp4,gj3-xvhPeWg,000,val
1976,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/WuoQDp7pU24.004.mp4,val,WuoQDp7pU24.004.mp4,WuoQDp7pU24,004,train
1977,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/qoztP0w5-Vo.001.mp4,val,qoztP0w5-Vo.001.mp4,qoztP0w5-Vo,001,val
1978,/rds/user/mwh38/hpc-work/personality-machine/firstimpressions/val/knpgk7LAMb0.001.mp4,val,knpgk7LAMb0.001.mp4,knpgk7LAMb0,001,train
